,0
7103,넵튜 ㅜㅜㅜㅜ우누ㅜㄴ우누튠 !!!!!!!!!!!!!!!!!!!!!!!!!
7104,삼전 72 한번 더 가냐?
7105,삼전 72 가자!!!!!!!!!!
7106,봐바 오후3시 쯤되니까 지수흐른다 ㅋㅋ 
7107,이화 씨바아ㅏㄹ!!!!!!!!!!!!!
7108,시너지이노베이션 답없냐
7109,넵튠 아직도 들고 있는 새끼만 클릭ㅋㅋㄲ
7110,주린이 주갤에 물림
7111,삼전 떨어진다
7112,에스씨엠 상쳣는데 dsc인베스트 안사고 모하노 ㅋㅋ
7113,이거 언제파냐고
7114,냅튠 허매도
7115,19살 주붕이 오늘은 큰거 6장 먹었다 ㅋㅋㅋㅋ
7116,포인트 모바일로 재미보고 우수AMS로 마무리네
7117,이화  흐르는거 맞지
7118,푸드웰 장투어때?
7119,제넥신 오른다
7120,강원랜드 어떰?
7121,포인트모바일 49 재입성
7122,넵튠사지말고
7123,주식 좀 해본 애덜아 주린이질문
7124,우수ams팔까 낼까지 가져갈까
7125,넵튠갤러리 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
7126,추미애 경질될거 같으면 주식 어디꺼 사야 되나
7127,포인트 모바일 장투 해도 되는거지?
7128,zzzzz우수종가 상 내일도 오른다 우수ams -> 현대ams
7129,떡을 즐기다
7130,주식갤 수준이 딱 넵튠이네 ㅋㅋㅋ
7131,근데 블서 나중에 스킨시스템같은거 나오면
7132,근데 진짜 롤 원탑이네
7133,넵튠 좋은말로 할떄 28000만들어놔라
7134,셀케 17층에 물렸는데...이거 어떻게 생각하냐?
7135,"넵튠 이야기가 바글바글하네,,,"
7136,내 넵튠 념글 왜 내려갔냐?
7137,푸드웰 장투할까하는데 어떰?
7138,엑바 시발새끼들아
7139,이화전기
7140,님들이거 .jpg
7141,두산인프라코어 ㅅㅂ 좀 올라라계속 8550~8590ㅋㅋㅋ
7142,학식 돈벌어서 옷샀다 어떠냐
7143,하이닉스나락열차탓노
7144,주린이 오늘 40꼴았음
7145,포인트모바일이 오늘 제일 재밌는듯
7146,아 오늘 ㅈ됏네
7147,넵튠 호재떴다
7148,주식을 토토하듯이 단타 투기 노리는 사람이 은근 많음??
7149,주린이 시발
7150,주린이 질문있다. 뉴스보면서 소식있는애들 메모장에 몇개적었는데
7151,필로시스 하
7152,넵튠 세력들이 진짜 악질이야
7153,ㅋㅋ 넵튠 존버성공
7154,난 항상 이득보는데
7155,주식 입문 2일차 회사일 집중 못하겠다 ㅡㅡ
7156,화이자 fda 4일이내 승인인데
7157,나도 200벌었다
7158,오늘 개미들 월급날이라 한번 막았다 치면
7159,대웅은 뭐하는덴데 계속 올라가??
7160,셀케16.8층 구조대좀 와주세요ㅠ
7161,넵튠으로 80먹고 50꼴았네
7162,드라이아이스 관련주 괜찮을꺼같은데 아니냐?
7163,아니 넵튠 왜 오르고 지랄인데 씨빠럽ㅁ드라
7164,항공주 지금 사기엔 늦은건가
7165,진짜 주린이들인가 허매도 허매수물량보고 단가판단하네
7166,개잡 동전주 30억이면 가지고 노는거 가능?
7167,슈밤 넵튠정리했는데 오르노 ㅋㅋㅋㅋㅋㅋ
7168,주린이인데 영업보고서는 어디서 봄?
7169,우바 vs 일바
7170,주식 9일차 급식 이화전기
7171,넵튠 씨발련 29층이네
7172,이히히히히히히히히 포인트모바일오른다
7173,오늘 포인트모바일 단타쳣으면 떼돈벌엇네
7174,신입 3개월 일했는데 연봉 안올려주겠지?
7175,넵튠 말고 HMM탔으면 안정적으로 먹었는데
7176,넵튠 제자리 찾아가고 있는데 다들 왜 그러노
7177,제지 골판지 관심 식었냐??
7178,님들 단일가가 뭐임??
7179,ㅋㅋㅋㅋ넵튠 존나 계단식으로 천천히 떨궈서
7180,넵튠 개미 다 털렸제? ㅋㅋ
7181,오늘 개미들 대체 얼마치사는거야.. 기관 외인다빼는데
7182,넵튠에 물린 사람이 너무 많네
7183,셀트가 지금도 저평가인게
7184,주식 처음인데..
7185,넵튠에 물린 친구들에게
7186,우수 상쳤다 시발ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
7187,넵튠 29층 뭐냐
7188,엘지생건 세일중인데 넵튠보고있노 ㅋㅋㅋ
7189,HMM 너무 달아
7190,이새끼들 며칠째 넵튠타령임?
7191,넵튠 지금 내려가는게 맞지않냐?
7192,우수ams 9500 뚫었노;
7193,넵튠 비판적인글 많이 올라오니까 귀신같이 올리네
7194,단타 며칠정도 생각하냐
7195,삼전사고 남은 26000원 뭐사냐
7196,이화전기 어떡해야 돼요?
7197,역시 한국전력 !!!
7198,이화전기 어떡해야 돼요?
7199,역시 한국전력 !!!
7200,넵튠 주포 필독
7201,서탑 쏜다
7202,같이죽을사람
7203,넵튠 무서운게
7204,녭툰 얼마 정도가 떨어진 가격이냐 
7205,삼전 초단타치는새끼가 어딨냐 ㅋㅋㅋㅋ
7206,삼전 종가에 들가야겠다
7207,오후3시때 좀 많이던질거같은데
7208,넵튠 오를건데 살 수가 없네
7209,에스티팜 장 끝나고 긴급호재 발표 있나
7210,순진한 주식초보들
7211,대웅 오늘 상치냐?
7212,명신 그림 존나 이쁘게 그리네
7213,내가 쫄거같냐 시발?
7214,휴 넵튠 손절한 돈으로 에스엠씨생명과학 탔다
7215,아 졸린데 어카지
7216,아 주식 왤케 어려운거임?
7217,윤석열 생명연장 ㅋㅋㅋㅋㅋ
7218,킁킁 폭락장 냄새 나만나노? 금요일인데 낼
7219,걍 건설주들이나 들어가야겠다
7220,삼전이 마녀의날에 우주방어하는 이유 알려줄까?
7221,페트병 분리배출할때 겉에 비닐 떼고 버려야된단다
7222,지금 하이닉스 한주 씩만 사는거 비추냐
7223,삼전이랑 대한항공 하락할때마다 10주씩 사는거 어때?
7224,넵튠오늘28층에서멈추겠네
7225,도망-챠~~~~~
7226,다 넵튠 손절치는거 보니 지금이 살타이밍인가 보다
7227,에휴 마녀의날 무시하노? 주식감으로하냐ㅋㅋㅋㅋ
7228,장투할때 재무제표 다 분석하고 투자함?
7229,진지하게 펀치형 지인들이 넵튠 세력인이유
7230,엔젠 29.8에 탔는데 지금 나가야겟지? 
7231,주갤성님들 넵튠 다 손절치시네
7232,삼전 종가 들어간다 ㅋㅋ
7233,고수님들 미수금 d+2 날짜 주말도포함입니까?
7234,넵튠 주준데 8000원까지 내려가도 괜찮다
7235,야 솔본 빨리 이제 막 올라간다 빨리타
7236,주린이인데 넵툰 거리길래 살려는데 안 사져요..
7237,어이어이... 여기까지다. 
7238,이제 주식 알아보는 주린이인데 재무제표 이거 알아야함?
7239,에스와이 얼른 주워라
7240,일신바이오 vs 우리바이오
7241,포인트모바일 돈 복사기네ㄷㄷ
7242,걍 정치 테마 배팅이나 가자 씨발거 ㅋㅋㅋㅋ
7243,ㅅㅂ 조정이라메 삼전우 6.6에 거래 넣어두고 잤는데
7244,누구야 
7245,넵튠 왜 안사져요?ㅠㅠㅠㅠ
7246,오늘 외근이라 이화전기에서 죽을뻔 했다 슈발 ㅋㅋ
7247,넵튠사고 싶다고 ㅅㅂ 단일가 언제 풀리냐
7248,궁금한 게 있는데 물타는 의미가 뭐에영??
7249,고닉달고 넵튠 까지마라 ㅇㅇ
7250,얘들아 삼전 눈뜨고 봐 쌔하다
7251,삼전 몇백원이라도 쌀 때 사라 ㅋㅋㅋ
7252,대깨넵 걍 손절 칠란다
7253,서연탑메탈 2시30분에 쏜다
7254,오늘의 10분봉.jpg
7255,넵튠은 시발 언제 뒤지냐
7256,차트 볼줄 아는사람
7257,적당히 깝쳐라 씹새들아
7258,우수 사랬다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
7259,넵튠 사고 싶은데 안사져ㅠㅠ
7260,님들 여고생 주린인데요
7261,내일되면 지수폭락장이겠지? 
7262,어제 영끌한 1300 넵튠에 다 넣었는데..
7263,이화전기는 웃고있다
7264,핵빤찌는 세력이에요? 
7265,제주항공주주있냐
7266,대웅제약 존나잼잇네.
7267,이화전기 222에 2222개 들감
7268,이화전기 243층 주민인데 21층이 무너졌어요
7269,너네 섹스해봄???
7270,명신은존버할까.  20900원고점에사서
7271,대웅 미쳣다 어디까지가냐
7272,hmm 전망좀 말해줘라
7273,삼성은 고평가도 저평가도 아니다
7274,자율주행 관련주 뭐 잇음?
7275,핵펀치 믿는다 넵튠 주포 아니제?
7276,대웅 상한가 찍음
7277,아이에이 제바알 ㅋㅋ
7278,이화전기 서울식품 지금 들어간다?? 괜찮지/???
7279,안동인사람?
7280,댄공은 코로나이전 주가랑 비슷한데?
7281,포인트모바일 나락 ㅋㅋㅋㅋㅋ
7282,남들이 욕할때가 바로 주식 살 타이밍이다(인증)
7283,겜창 블서 진짜 판단해줌.
7284,빅텍 5만원어치 사뒀는데
7285,에스티팜 이제 시작이다 안늦었다
7286,나 필리핀에서 주식중인데
7287,이화전기인지 숙명전기인지 니들에게 81주나 매수했다고
7288,롤한판 더 했더니 이화전기 또 -2%다
7289,형냐들 매매동향에서 외궈수급 들어오고있는데
7290,야 디자인은 어떤 거 같음?
7291,겜돈판거 삼전이랑 대한에 발랐어
7292,코로나 피해주
7293,주식 4일차 주린이 수익 인증^*^
7294,오전에 바겐세일했을때 풀매수 했어야하는데
7295,넵튠 주포
7296,이화전기 올인했다
7297,넵튠 와다다다다떨어져라
7298,은행주 잘아는사람 있냐
7299,에스티팜 진짜 쏘놐 ㅋㅋㅋ
7300,삼전 공든탑 언제 무너지질지 전나기대된다
7301,종토방도 모든 주식중에 넵튠 종토방이 제일 살벌함 ㅋㅋ
7302,댄공은 또 왜 원래대로 돌아감 ㅋㅋㅋㅋ
7303,"이화, 이트론 주린이 물렸다 ㅅㅂ ㅠㅠ"
7304,넵튠 산 애들 미래 
7305,"바이든, 美 USTR 대표에 중국계 캐서린 타이 지명"
7306,ㅋㅋ 니네는 넵튠을 돈 벌려고 매수하냐? 착각하지마~
7307,넵튠 언제떨어지냐
7308,삼전우 떨어지길 기다리는걸 포기한다
7309,이화전기 230때 파는게 제일일듯 지금 상황으로는
7310,진짜 ㅋㅋㅋ 포인트모바일 손가락 몇번움직이면 ㅋㅋㅋㅋ
7311,씨젠 30만원에 1만주 있는데 어떡함
7312,지금 차트 안보고 매도 소리 뜨길 기도하고 있음
7313,삼전 매출만 보면 시총2배 뛰어도 무난함.
7314,ㅅㅂ 대웅 팔았는데 더 오르네
7315,넵튠 단일가 19400ㅋㅋㅋㅋㅋㅋㅋ
7316,야수의 심장 넵튠으로 돈벌었다
7317,꼬그멍 2승중
7318,일신 9.8층 구조대 오냐
7319,시장형 공기업주 사는거 아니다
7320,다음주 넵튠 주주들 정모 사진
7321,셀케야..
7322,삼전 상폐 가냐?
7323,넵튠 10주 빼고 다팔았다
7324,넵튠 들어간 주린이 최후
7325,항공주는 결국 코로나 종식까지 여기서 엎치락 뒷치락
7326,이화전기 쏜다 꽉잡아라 ㅋㅋㅋㅋㅋ
7327,얘들아 너희들 생각은 어때?
7328,지랄말고 넵튠 박을 시드나 미리 준비해놔
7329,걍 장투해라 얘들아
7330,이화!이화!이화!
7331,2년 일봉차트 올렷음!!
7332,주식안해도 돼는 이유 
7333,이화 꽉잡아라 불기둥이다ㅏㅏㅏㅏ
7334,나 이제 폰 못 보는데 이화 매도 몇에 걸어놓고 갈까
7335,윤석열 풀렷나?서연탑메탈 슈팅가네
7336,넵튠방금버렸다^^
7337,ㅋㅋ이화 급발진중 고점가즈앙!!!!!!!!!!!
7338,애플 vs 테슬라 장투종목으로 뭐가 좋을까
7339,이화 올라간다 내가 믿는다고 했지!!!
7340,한국전력 너무 오른거 같은데...
7341,댄공 수익6프로 인데 다 빼고 강랜 넣을까?
7342,이화 몇시까지 봐야됨?
7343,이화 240에 3만1천주 있다...
7344,엔젠바이오 신규상장주인데 물린 사람?ㅋㅋ
7345,서연아..
7346,에휴 공부를 조금이라도 했으면 넵튠넵튠 안그럴텐데
7347,넵튠을 왜사냐고 ㅋㅋ
7348,엘지디스플레이 괜춘?
7349,단타치는것도 힘든데
7350,익절보다 손절이 어려운건 맞지
7351,이화물린 호구 없제?
7352,넵튠 단일가풀리면 나락가지?
7353,넵튠 종가 알려준다
7354,이 차트 흐름좋은거야? 아니면 뒤진거야?
7355,엔젠바이오 살려줘 시발
7356,주린이 오늘 넵튠 샀다가 단단히 물렷어요 ㅠㅠ
7357,낙동강 각인가 왜 자꾸 떨어짐?
7358,나같이 주식맨날보기 힘든넘들을 위한 추천주
7359,kodex반도체 이건 뭐하는 펀드임? 괜찮음?
7360,오늘은 넵튠 페닉셀이라는 개소리없네
7361,포인트모바일 4.6에 삿다가 변동없길래팔았는데
7362,이런 왜 이화전기  곤두박질이냐고
7363,핵펀치형 주린이 궁금한 거 있어
7364,금리동결이라고 삼전우오를거라고했을때 개병신이라던 주붕이들
7365,주식 한번도 안해봤는데 추천좀
7366,이걸 인수했네
7367,주린이 하나만 물어보자 ㅜㅜ
7368,이화전기 몇주 박음??
7369,이화전기 쏘나보다 이제
7370,댄공박아야지
7371,이화전기 믿는다 풀매수다
7372,지금 넵튠 들어가면 좆되냐?
7373,한전 개떡상하네
7374,동학개미 미쳤네ㅋㅋㅋ
7375,전국민적금=삼전 수준인데
7376,꼬그멍님 감사합니다. 
7377,현대오토에버 현차 IT 계열 합병으로 덩치 커지면 호재로 봐야함?
7378,새키들아ㅋ 가슴인증 보고 정신들차려라ㅋ
7379,아 너무 달달해 2500 먹고 빠진다
7380,주산밥캣 올라탄사람 있냐?
7381,오후에 쫙 빠질 가능성은?
7382,이화전기 240층에 사람있어요
7383,셀트3형제 패닉셀한 호구들 없제?ㅋㅋ
7384,40달러 쓸대 추천좀
7385,삼전은 전국민이 몰빵하는거같다..
7386,주식관련 뉴스같은거 있는 어플있어? 
7387,넵튠 설거지인 이유
7388,오늘 포인트모바일 못먹은 흑우 없제?
7389,은행대신 할꺼면 애플같은거임?
7390,용느가 돈처먹는걸 다보네 ㅋㅋㅋ
7391,간다 엑바
7392,넵튠은 신이야
7393,릭스솔루션? 여기 들어가도댐?
7394,삼전 왜 안떨어져 ㅆ0ㅂ
7395,델타항공 vs 유나이티드항공
7396,신풍제지 한국팩키지 올라갈 수 있나
7397,삼전 결국 빨간불 들어오겠네
7398,이화전기는 웃고있다
7399,내일 단일가만 보고 버티는중
7400,우바 8층 왔는데 언제 또 떨어질까
7401,광어 3만원짜리 시켰다 잔랙 6천원남음
7402,이화 탈출할까
7403,주린이 알바 열심이해서 엘지디플 살꺼임
7404,세운메디칼 지금이 마지막이다
7405,주갤어 해석
7406,롤한판 했더니 이화전기 2%가 더 내려갔다
7407,이글벳 지금 들어가도 되냐?
7408,무학 털었다
7409,대웅 미쳣는데 어디까지가냐
7410,정말 내꺼 빼고 다 오르는 느낌이다
7411,실현손익
7412,주린이3일차 10프로넘음
7413,"""돈벌게해준다"""
7414,이것도 괜찮으니 한번바둬라
7415,헬케 168층근황
7416,넵튠으로 마이너스 얼만지 적고가라
7417,모든걸씹어먹는 종목
7418,아주 3일연속 폭포수 맞으니까 시원하네
7419,"사나이의 주식 ""포메탈"""
7420,닉값 레전드
7421,"아랍에미리트, 중국산 코로나 백신 86% 효과 있다 발표"
7422,역시 주갤은 반대로해야됨 ㅋㅋㅋㅋㅋ
7423,형들 주린이인데
7424,TLT는 장기채ETF잖아
7425,넵튠다전졌다.
7426,주린이 드디어 양전!!!
7427,삼성전기 삼성물산 소소하게 많이올랐네
7428,블서 트위치 시청자수 5천명 ㅋㅋㅋㅋ오버워치보다 작음
7429,주린이인데
7430,포인트모바일 이거 비트코인 수준이노 ㅋㅋㅋㅋ
7431,현대중공업 두산인프라코어 인수ㄷㄷㄷ
7432,이화전기 더 안오르냐 ㅇㅇ
7433,키네마스터 상가노 ㅋㅋ
7434,하이닉스 오을까요?
7435,진짜 우리나라가 ㅈㄴ 대단하다
7436,주린이가 본 주갤에서 최근 핫했던 주 
7437,이글벳 손절칠까요?
7438,꼬그멍 박스권 관련 념글 보고 수익냈다
7439,이 주식도 시간 있으면 함 봐볼래?
7440,hmm 오늘 무슨호재도 없는데
7441,점심시간에는 가격이 무조건 오르는건가
7442,퀀타매트릭스 지금 들어가라.
7443,주린이 2일차 츄르 2봉 사줄수있다
7444,lg 디플
7445,힘을내 엑바야..
7446,오늘 삼전 떡락 할꺼라는 븅신 주거지 찾아요~
7447,오늘 진짜 떨어지는거 맞아??
7448,주린이 10일차 수익률
7449,포인트모바일이 오늘 작전주인가보네
7450,오늘 마녀의 날인지 뭔지 라더니
7451,진지하게 넵튠 아직도 들고있는애들 있으면 팔아라
7452,아마 흐름상 두시 많이쳐줘서 두시반까진
7453,부산은행에서 나무증권으로 돈 이체하려는데
7454,니들왜 고체연료 주같은건 안넣냐
7455,넵튠 손절안한 흑우 없제?
7456,삼전우 수익률 보면서 현타 옴
7457,서희건설 1420에서 더 안오름?
7458,우바 물린친구들아
7459,카카오뱅크 예상시총 40조는 뭐냐
7460,핵펀치 진짜 한 번 대접해버리고 싶네
7461,대형주들은 들고만있으면 오를텐데
7462,삼전은 배신  안해~~
7463,진에어 한달전에 넣었는데 20프로 올랐네
7464,초기자금 적으면
